date,reference_start,target_range,field,value
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,7.02
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,7.70
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,9.44
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,13.46
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,16.78
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,15.11
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,9.28
2025-04-25,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.88
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,267.14
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mean,326.97
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mode,376.26
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,400.83
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: cut,84.03
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: hike,9.20
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 50bps - 75bps,1.05
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 75bps - 100bps,1.40
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 100bps - 125bps,1.77
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 125bps - 150bps,2.12
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,2.48
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,2.92
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,3.58
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,4.64
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,6.11
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,7.72
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,9.17
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.38
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,11.25
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,11.25
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,9.79
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,7.07
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,4.19
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 475bps - 500bps,2.10
2025-04-25,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 500bps - 525bps,1.00
2025-04-25,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,244.84
2025-04-25,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mean,316.03
2025-04-25,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mode,356.18
2025-04-25,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,395.47
2025-04-25,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,230.20
2025-04-25,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mean,312.74
2025-04-25,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mode,340.84
2025-04-25,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,394.23
2025-04-25,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,224.06
2025-04-25,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mean,314.53
2025-04-25,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mode,334.46
2025-04-25,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,400.22
2025-04-25,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,218.72
2025-04-25,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mean,319.01
2025-04-25,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mode,338.87
2025-04-25,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,404.07
2025-04-25,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,220.85
2025-04-25,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mean,325.03
2025-04-25,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mode,339.13
2025-04-25,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,412.02
2025-04-25,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,224.68
2025-04-25,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mean,331.49
2025-04-25,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mode,342.53
2025-04-25,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,418.11
2025-04-25,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,229.64
2025-04-25,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mean,337.63
2025-04-25,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mode,344.11
2025-04-25,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,425.76
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,405.22
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mean,410.45
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mode,422.00
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,428.18
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: cut,67.11
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: hike,1.15
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,2.00
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,7.35
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,9.95
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,47.97
2025-04-28,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,32.72
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,344.41
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mean,370.89
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mode,403.19
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 75th percentile,414.20
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: cut,84.08
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: hike,3.79
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,0.73
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,1.13
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,1.71
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,2.40
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,3.88
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,6.67
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,9.05
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,13.04
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,22.04
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,23.68
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,12.52
2025-04-28,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.16
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,291.77
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Rate: mean,339.39
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Rate: mode,388.98
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Rate: 75th percentile,401.68
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: cut,87.15
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: hike,5.07
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 100bps - 125bps,0.90
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 125bps - 150bps,1.27
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,1.78
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,2.37
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,3.05
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,4.07
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,5.58
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,7.14
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,8.41
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.40
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,13.82
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,16.06
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,13.74
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,8.13
2025-04-28,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.29
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,256.56
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mean,318.53
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mode,374.22
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,393.95
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: cut,86.20
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: hike,7.81
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 50bps - 75bps,1.15
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 75bps - 100bps,1.59
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 100bps - 125bps,2.02
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 125bps - 150bps,2.34
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,2.60
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,3.05
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,3.97
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,5.40
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,6.96
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,8.21
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,9.15
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.16
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,11.07
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,10.95
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,9.16
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,6.26
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.49
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 475bps - 500bps,1.67
2025-04-28,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 500bps - 525bps,0.80
2025-04-28,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,237.28
2025-04-28,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mean,306.10
2025-04-28,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mode,312.83
2025-04-28,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,386.13
2025-04-28,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,219.84
2025-04-28,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mean,301.77
2025-04-28,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mode,316.34
2025-04-28,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,384.60
2025-04-28,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,214.84
2025-04-28,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mean,303.44
2025-04-28,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mode,308.48
2025-04-28,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,390.11
2025-04-28,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,210.57
2025-04-28,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mean,309.03
2025-04-28,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mode,316.21
2025-04-28,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,398.58
2025-04-28,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,216.73
2025-04-28,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mean,316.00
2025-04-28,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mode,311.30
2025-04-28,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,400.98
2025-04-28,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,221.72
2025-04-28,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mean,323.49
2025-04-28,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mode,320.57
2025-04-28,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,411.52
2025-04-28,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,221.34
2025-04-28,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mean,330.09
2025-04-28,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mode,341.97
2025-04-28,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,419.75
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,403.39
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mean,409.44
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mode,421.38
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,427.51
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: cut,68.98
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: hike,1.11
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,1.91
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,7.13
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,11.63
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,48.39
2025-04-29,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,30.94
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,339.79
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mean,367.91
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mode,401.73
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 75th percentile,413.01
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: cut,84.45
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: hike,3.98
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,0.80
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,1.17
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,1.80
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,2.89
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,4.61
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,6.91
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,9.30
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,13.78
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,21.46
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,22.03
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,11.95
2025-04-29,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.30
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,286.45
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Rate: mean,335.40
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Rate: mode,387.52
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Rate: 75th percentile,399.74
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: cut,87.95
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: hike,4.65
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 75bps - 100bps,0.97
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 100bps - 125bps,1.25
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 125bps - 150bps,1.56
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,1.89
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,2.26
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,2.89
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,4.12
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,5.84
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,7.25
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,8.19
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.16
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,13.75
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,15.86
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,13.28
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,7.68
2025-04-29,2025-12-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.05
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,250.83
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mean,313.56
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Rate: mode,367.03
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,389.58
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: cut,87.31
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: hike,7.23
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 25bps - 50bps,0.91
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 50bps - 75bps,1.30
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 75bps - 100bps,1.73
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 100bps - 125bps,2.11
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 125bps - 150bps,2.44
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,2.77
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,3.26
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,4.12
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,5.38
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,6.79
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,8.10
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,9.29
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.43
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,11.14
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,10.60
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,8.53
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,5.66
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,3.13
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 475bps - 500bps,1.53
2025-04-29,2026-03-18T00:00:00Z,425bps - 450bps,Prob: 500bps - 525bps,0.77
2025-04-29,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,229.98
2025-04-29,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mean,301.60
2025-04-29,2026-06-17T00:00:00Z,425bps - 425bps,Rate: mode,328.43
2025-04-29,2026-06-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,382.10
2025-04-29,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,213.04
2025-04-29,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mean,297.75
2025-04-29,2026-09-16T00:00:00Z,425bps - 425bps,Rate: mode,323.37
2025-04-29,2026-09-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,381.48
2025-04-29,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,208.54
2025-04-29,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mean,299.50
2025-04-29,2026-12-16T00:00:00Z,425bps - 425bps,Rate: mode,303.29
2025-04-29,2026-12-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,388.03
2025-04-29,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 25th percentile,207.09
2025-04-29,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mean,304.49
2025-04-29,2027-03-17T00:00:00Z,425bps - 425bps,Rate: mode,303.95
2025-04-29,2027-03-17T00:00:00Z,425bps - 425bps,Rate: 75th percentile,392.17
2025-04-29,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 25th percentile,210.86
2025-04-29,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mean,312.05
2025-04-29,2027-06-16T00:00:00Z,425bps - 425bps,Rate: mode,311.27
2025-04-29,2027-06-16T00:00:00Z,425bps - 425bps,Rate: 75th percentile,398.38
2025-04-29,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,214.80
2025-04-29,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mean,319.47
2025-04-29,2027-09-15T00:00:00Z,425bps - 425bps,Rate: mode,324.79
2025-04-29,2027-09-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,405.97
2025-04-29,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 25th percentile,216.27
2025-04-29,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mean,326.08
2025-04-29,2027-12-15T00:00:00Z,425bps - 425bps,Rate: mode,340.88
2025-04-29,2027-12-15T00:00:00Z,425bps - 425bps,Rate: 75th percentile,416.94
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 25th percentile,401.17
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mean,408.43
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Rate: mode,421.02
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Rate: 75th percentile,427.02
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: cut,70.32
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: hike,1.08
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,1.74
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,8.22
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,12.69
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,47.78
2025-04-30,2025-06-18T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,29.57
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,334.03
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mean,363.39
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Rate: mode,399.06
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Rate: 75th percentile,409.76
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: cut,86.45
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: hike,3.30
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 150bps - 175bps,0.67
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 175bps - 200bps,0.94
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 200bps - 225bps,1.33
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 225bps - 250bps,1.86
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 250bps - 275bps,2.80
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 275bps - 300bps,4.83
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 300bps - 325bps,7.73
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 325bps - 350bps,10.12
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 350bps - 375bps,14.39
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 375bps - 400bps,21.40
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 400bps - 425bps,20.64
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 425bps - 450bps,10.54
2025-04-30,2025-09-17T00:00:00Z,425bps - 450bps,Prob: 450bps - 475bps,2.76
2025-04-30,2025-12-17T00:00:00Z,425bps - 450bps,Rate: 25th percentile,281.06
2025-04-30,2025-12-17T00:00:00Z,425bps - 450bps,Rate: mean,330.42
